1253,FMS,Fresenius Medical Care Corporation,US,stock,100
1254,FDP,Fresh Del Monte Produce,,,100
1255,FRO,Frontline Ltd.,US,stock,100
1256,FSIC,FS Investment Corporation,US,stock,100
1257,FCN,FTI Consulting,,,100
1258,FRM,Furmanite Corporation,US,stock,100
1259,FF,FutureFuel Corp.,US,stock,100
1260,FXCM,FXCM Inc.,US,stock,100
1261,GCV,Gabelli Convertible and Income Securities Fund,,,100
1262,GCV^B,Gabelli Convertible and Income Securities Fund,,,100
1263,GDV,Gabelli Dividend,US,stock,100
1264,GDV^A,Gabelli Dividend,US,stock,100
1265,GDV^D,Gabelli Dividend,US,stock,100
1266,GAB,Gabelli Equity Trust,,,100
1267,GAB^D,Gabelli Equity Trust,,,100
1268,GAB^G,Gabelli Equity Trust,,,100
1269,GAB^H,Gabelli Equity Trust,,,100
1270,GGZ,Gabelli Global Small and Mid Cap Value Trust (The),US,stock,100
1271,GGT,Gabelli Multi-Media Trust Inc. (The),US,stock,100
1272,GGT^B,Gabelli Multi-Media Trust Inc. (The),US,stock,100
1273,GUT,Gabelli Utility Trust (The),US,stock,100
1274,GUT^A,Gabelli Utility Trust (The),US,stock,100
1275,GFA,Gafisa SA,US,stock,100
1276,GCAP,GAIN Capital Holdings,,,100
1277,GBL,Gamco Investors,,,100
1278,GNT,GAMCO Natural Resources,,,100
1279,GME,Gamestop Corporation,US,stock,100
1280,GPS,Gap,,,100
1281,IT,Gartner,,,100
1282,GLOG,GasLog LP.,US,stock,100
1283,GLOG^A,GasLog LP.,US,stock,100
1284,GLOP,GasLog Partners LP,US,stock,100
1285,GMT,GATX Corporation,US,stock,100
1286,GZT,Gazit-Globe Ltd.,US,stock,100
1287,GNK,Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ,US,stock,100
1288,GNRT,Gener8 Maritime,,,100
1289,GNRC,Generac Holdlings Inc.,US,stock,100
1290,GAM,General American Investors,,,100
1291,GAM^B,General American Investors,,,100
1292,BGC,General Cable Corporation,US,stock,100
1293,GD,General Dynamics Corporation,US,stock,100
1294,GEH,General Electric Capital Corporation,US,stock,100
1295,GEK,General Electric Capital Corporation,US,stock,100
1296,GE,General Electric Company,US,stock,100
1297,GEB,General Electric Company,US,stock,100
1298,GGP,General Growth Properties,,,100
1299,GGP^A,General Growth Properties,,,100
1300,GIS,General Mills,,,100
1301,GM,General Motors Company,US,stock,100
1302,GM.WS.A,General Motors Company,US,stock,100
1303,GM.WS.B,General Motors Company,US,stock,100
1304,GSI,General Steel Holdings,,,100
1305,GCO,Genesco Inc.,US,stock,100
1306,GWR,Genesee & Wyoming,,,100
1307,GEL,Genesis Energy,,,100
1308,GEN           ,Genesis Healthcare,,,100
1309,GNE,Genie Energy Ltd.,US,stock,100
1310,GNE^A,Genie Energy Ltd.,US,stock,100
1311,G,Genpact Limited,US,stock,100
1312,GPC,Genuine Parts Company,US,stock,100
1313,GNW,Genworth Financial Inc,US,stock,100
1314,GEO,Geo Group Inc (The),US,stock,100
1315,GPRK,Geopark Ltd,US,stock,100
1316,GPE^A,Georgia Power Company,US,stock,100
1317,GGB,Gerdau S.A.,US,stock,100
1318,GTY,Getty Realty Corporation,US,stock,100
1319,GIMO,Gigamon Inc.,US,stock,100
1320,GIL,Gildan Activewear,,,100
1321,GLT,Glatfelter,US,stock,100
1322,GKOS,Glaukos Corporation,US,stock,100
1323,GSK,GlaxoSmithKline PLC,US,stock,100
1324,BRSS,Global Brass and Copper Holdings,,,100
1325,GHI,Global High Income Dollar Fund,,,100
1326,GNL,Global Net Lease,,,100
1327,GLP,Global Partners LP,US,stock,100
1328,GPN,Global Payments Inc.,US,stock,100
1329,GLPW,Global Power Equipment Group Inc,US,stock,100
1330,GSL,Global Ship Lease,,,100
1331,GSL^B,Global Ship Lease,,,100
1332,GLOB,Globant S.A.,US,stock,100
1333,GMED,Globus Medical,,,100
1334,GNC,GNC Holdings,,,100
1335,GDDY,GoDaddy Inc.,US,stock,100
1336,GOL,Gol Linhas Aereas Inteligentes S.A.,US,stock,100
1337,GFI,Gold Fields Limited,US,stock,100
1338,GG,Goldcorp Inc.,US,stock,100
1339,GSBD,Goldman Sachs BDC,,,100
1340,GS,Goldman Sachs Group,,,100
1341,GS^A,Goldman Sachs Group,,,100
1342,GS^B,Goldman Sachs Group,,,100
1343,GS^C,Goldman Sachs Group,,,100
1344,GS^D,Goldman Sachs Group,,,100
1345,GS^I,Goldman Sachs Group,,,100
1346,GS^J,Goldman Sachs Group,,,100
1347,GS^K,Goldman Sachs Group,,,100
1348,GSJ,Goldman Sachs Group,,,100
1349,TFG,Goldman Sachs Group,,,100
1350,GER,Goldman Sachs MLP Energy Renaissance Fund,US,stock,100
1351,GMZ,Goldman Sachs MLP Income Opportunities Fund,US,stock,100
1352,GOV,Government Properties Income Trust,US,stock,100
1353,GPX,GP Strategies Corporation,US,stock,100
1354,GGG,Graco Inc.,US,stock,100
1355,GHM,Graham Corporation,US,stock,100
1356,GHC,Graham Holdings Company,US,stock,100
1357,GPT,Gramercy Property Trust,US,stock,100
1358,GPT^A,Gramercy Property Trust Inc.,US,stock,100
1359,GRAM,Grana y Montero S.A.A.,US,stock,100
1360,GVA,Granite Construction Incorporated,US,stock,100
1361,GRP.U,Granite Real Estate Inc.,US,stock,100
1362,GPK,Graphic Packaging Holding Company,US,stock,100
1363,GTN,Gray Television,,,100
1364,GTN.A,Gray Television,,,100
1365,AJX,Great Ajax Corp.,US,stock,100
1366,GXP,Great Plains Energy Inc,US,stock,100
1367,GXP^A,Great Plains Energy Inc,US,stock,100
1368,GXP^D,Great Plains Energy Inc,US,stock,100
1369,GXP^E,Great Plains Energy Inc,US,stock,100
1370,GWB,Great Western Bancorp,,,100
1371,GB,Greatbatch,,,100
1372,GDOT,Green Dot Corporation,US,stock,100
1373,GBX,Greenbrier Companies,,,100
1374,GHL,Greenhill & Co.,,,100
1375,GEF,Greif Bros. Corporation,US,stock,100
1376,GEF.B,Greif Bros. Corporation,US,stock,100
1377,GFF,Griffon Corporation,US,stock,100
1378,GPI,Group 1 Automotive,,,100
1379,GRUB,GrubHub Inc.,US,stock,100
1380,PAC,Grupo Aeroportuario Del Pacifico,,,100
1381,ASR,Grupo Aeroportuario del Sureste,,,100
1382,AVAL,Grupo Aval Acciones y Valores S.A.,US,stock,100
1383,BSMX,Grupo Financiero Santander Mexico S.A. B. de C.V.,US,stock,100
1384,TV,Grupo Televisa S.A.,US,stock,100
1385,GTT,GTT Communications,,,100
1386,GSH,Guangshen Railway Company Limited,US,stock,100
1387,GES,Guess?,,,100
1388,GBAB,Guggenheim Build America Bonds Managed Duration Trust,US,stock,100
1389,GGM,Guggenheim Credit Allocation Fund,US,stock,100
1390,GPM,Guggenheim Enhanced Equity Income Fund,US,stock,100
1391,GGE,Guggenheim Enhanced Equity Strategy Fund,US,stock,100
1392,GEQ,Guggenheim Equal Weight Enhanced Equity Income Fund,US,stock,100
1393,GOF,Guggenheim Strategic Opportunities Fund,US,stock,100
1394,GWRE,Guidewire Software,,,100
1395,GUA,Gulf Power Company,US,stock,100
1396,GLF,GulfMark Offshore,,,100
1397,HRB,H&R Block,,,100
1398,FUL,H. B. Fuller Company,US,stock,100
1399,HAE,Haemonetics Corporation,US,stock,100
1400,HK,Halcon Resources Corporation,US,stock,100
1401,HAL,Halliburton Company,US,stock,100
1402,HYH,Halyard Health,,,100
1403,HBI,Hanesbrands Inc.,US,stock,100
1404,HGR,Hanger,,,100
1405,HASI,Hannon Armstrong Sustainable Infrastructure Capital,,,100
1406,HOG,Harley-Davidson,,,100
1407,HAR,Harman International Industries,,,100
1408,HMY,Harmony Gold Mining Company Limited,US,stock,100
1409,HRS,Harris Corporation,US,stock,100
1410,HSC,Harsco Corporation,US,stock,100
1411,HHS,Harte-Hanks,,,100
1412,HGH,Hartford Financial Services Group,,,100
1413,HIG,Hartford Financial Services Group,,,100
1414,HIG.WS,Hartford Financial Services Group,,,100
1415,HNR,Harvest Natural Resources Inc,US,stock,100
1416,HTS,Hatteras Financial Corp,US,stock,100
1417,HTS^A,Hatteras Financial Corp,US,stock,100
1418,HVT,Haverty Furniture Companies,,,100
1419,HVT.A,Haverty Furniture Companies,,,100
1420,HE,Hawaiian Electric Industries,,,100
1421,HE^U,Hawaiian Electric Industries,,,100
1422,HCA,HCA Holdings,,,100
1423,HCI,HCI Group,,,100
1424,HCJ,HCI Group,,,100
1425,HCP,HCP,,,100
1426,HDB,HDFC Bank Limited,US,stock,100
1427,HW,Headwaters Incorporated,US,stock,100
1428,HNT,Health Net Inc.,US,stock,100
1429,HR,Healthcare Realty Trust Incorporated,US,stock,100
1430,HTA,Healthcare Trust of America,,,100
1431,HLS,HealthSouth Corporation,US,stock,100
1432,HLS.WS,HealthSouth Corporation,US,stock,100
1433,HPY,Heartland Payment Systems,,,100
1434,HL,Hecla Mining Company,US,stock,100
1435,HL^B,Hecla Mining Company,US,stock,100
1436,HEI,Heico Corporation,US,stock,100
1437,HEI.A,Heico Corporation,US,stock,100
1438,HLX,Helix Energy Solutions Group,,,100
1439,HP,Helmerich & Payne,,,100
1440,HLF,Herbalife LTD.,US,stock,100
1441,HTGC,Hercules Technology Growth Capital,,,100
1442,HTGX,Hercules Technology Growth Capital,,,100
1443,HTGY,Hercules Technology Growth Capital,,,100
1444,HTGZ,Hercules Technology Growth Capital,,,100
1445,HRTG,Heritage Insurance Holdings,,,100
1446,HT,Hersha Hospitality Trust,US,stock,100
1447,HT^B,Hersha Hospitality Trust,US,stock,100
1448,HT^C,Hersha Hospitality Trust,US,stock,100
1449,HSY,Hershey Company (The),US,stock,100
1450,HTZ,Hertz Global Holdings,,,100
1451,HES,Hess Corporation,US,stock,100
1452,HPE,Hewlett Packard Enterprise Company,US,stock,100
1453,HXL,Hexcel Corporation,US,stock,100
1454,HF,HFF,,,100
1455,HGG,HHGregg,,,100
1456,HCLP,Hi-Crush Partners LP,US,stock,100
1457,ONE           ,Higher One Holdings,,,100
1458,HIW,Highwoods Properties,,,100
1459,HIL,Hill International,,,100
1460,HI,Hillenbrand Inc,US,stock,100
1461,HRC,Hill-Rom Holdings Inc,US,stock,100
1462,HTH,Hilltop Holdings Inc.,US,stock,100
1463,HLT,Hilton Worldwide Holdings Inc.,US,stock,100
1464,HNI,HNI Corporation,US,stock,100
1465,HMLP,Hoegh LNG Partners LP,US,stock,100
1466,HEP,Holly Energy Partners,,,100
1467,HFC,HollyFrontier Corporation,US,stock,100
1468,HD,Home Depot,,,100
1469,HMC,Honda Motor Company,,,100
1470,HON,Honeywell International Inc.,US,stock,100
1471,HMN,Horace Mann Educators Corporation,US,stock,100
1472,HZN,Horizon Global Corporation,US,stock,100
1473,HTF,Horizon Technology Finance Corporation,US,stock,100
1474,HRL,Hormel Foods Corporation,US,stock,100
1475,HOS,Hornbeck Offshore Services,US,stock,100
1476,HPT,Hospitality Properties Trust,US,stock,100
1477,HPT^D,Hospitality Properties Trust,US,stock,100
1478,HST,Host Hotels & Resorts,,,100
1479,HLI,Houlihan Lokey,,,100
1480,HSFC^B,Household Finance Corp,US,stock,100
1481,HOV,Hovnanian Enterprises Inc,US,stock,100
1482,HHC,Howard Hughes Corporation (The),US,stock,100
1483,HPQ,HP Inc.,US,stock,100
1484,HRG,HRG Group,,,100
1485,HSBC,HSBC Holdings plc,US,stock,100
1486,HSBC^A,HSBC Holdings plc,US,stock,100
1487,HSEA,HSBC Holdings plc,US,stock,100
1488,HSEB,HSBC Holdings plc,US,stock,100
1489,HUSI^F,HSBC USA,,,100
1490,HUSI^G,HSBC USA,,,100
1491,HUSI^H,HSBC USA,,,100
1492,HNP,Huaneng Power International,,,100
1493,HUBB,Hubbell Inc,US,stock,100
1494,HUBS,HubSpot,,,100
1495,HBM,HudBay Minerals Inc,US,stock,100
1496,HBM.WS,HudBay Minerals Inc,US,stock,100
1497,HPP,Hudson Pacific Properties,,,100
1498,HGT,Hugoton Royalty Trust,US,stock,100
1499,HUM,Humana Inc.,US,stock,100
1500,HII,Huntington Ingalls Industries,,,100
1501,HUN,Huntsman Corporation,US,stock,100
1502,H,Hyatt Hotels Corporation,US,stock,100
1503,HY,Hyster-Yale Materials Handling,,,100
1504,IAG,Iamgold Corporation,US,stock,100
1505,IBN,ICICI Bank Limited,US,stock,100
1506,IDA,IDACORP,,,100
1507,IEX,IDEX Corporation,US,stock,100
1508,IDT,IDT Corporation,US,stock,100
1509,IHS,IHS Inc.,US,stock,100
1510,ITW,Illinois Tool Works Inc.,US,stock,100
1511,IMN,Imation Corporation,US,stock,100
1512,IMAX,Imax Corporation,US,stock,100
1513,IMPV,Imperva,,,100
1514,IMPR,Imprivata,,,100
1515,IMS,IMS Health Holdings,,,100
1516,ICD,Independence Contract Drilling,,,100
1517,IHC,Independence Holding Company,US,stock,100
1518,IFN,India Fund,,,100
1519,IBA,Industrias Bachoco,,,100
1520,BLOX,Infoblox Inc.,US,stock,100
1521,INFY,Infosys Limited,US,stock,100
1522,HIFR,InfraREIT,,,100
1523,IND,ING Group,,,100
1524,ING,ING Group,,,100
1525,INZ,ING Group,,,100
1526,ISF,ING Group,,,100
1527,ISG,ING Group,,,100
1528,ISP,ING Group,,,100
1529,IR,Ingersoll-Rand plc (Ireland),US,stock,100
1530,IM,Ingram Micro Inc.,US,stock,100
1531,INGR,Ingredion Incorporated,US,stock,100
1532,IRC,Inland Real Estate Corporation,US,stock,100
1533,IRC^A,Inland Real Estate Corporation,US,stock,100
1534,IRC^B,Inland Real Estate Corporation,US,stock,100
1535,IPHI,Inphi Corporation,US,stock,100
1536,NSP,Insperity,,,100
1537,IBP,Installed Building Products,,,100
1538,INST,Instructure,,,100
1539,I,Intelsat S.A.,US,stock,100
1540,I^A,Intelsat S.A.,US,stock,100
1541,ICE,Intercontinental Exchange Inc.,US,stock,100
1542,IHG,Intercontinental Hotels Group,US,stock,100
1543,IFF,Internationa Flavors & Fragrances,,,100
1544,IBM,International Business Machines Corporation,US,stock,100
1545,IGT,International Game Technology,US,stock,100
1546,IP,International Paper Company,US,stock,100
1547,IOC,InterOil Corporation,US,stock,100
1548,IPG,Interpublic Group of Companies,,,100
1549,IPL^D,Interstate Power and Light Company,US,stock,100
1550,INXN,InterXion Holding N.V.,US,stock,100
1551,IL,IntraLinks Holdings,,,100
1552,SNOW,Intrawest Resorts Holdings,,,100
1553,IPI,Intrepid Potash,,,100
1554,XON,Intrexon Corporation,US,stock,100
1555,IVC,Invacare Corporation,US,stock,100
1556,INVN,InvenSense,,,100
1557,VBF,Invesco Bond Fund,US,stock,100
1558,VCV,Invesco California Value Municipal Income Trust,US,stock,100
1559,VTA,Invesco Credit Opportunities Fund,US,stock,100
1560,VLT,Invesco High Income Trust II,US,stock,100
1561,IVR,INVESCO MORTGAGE CAPITAL INC,US,stock,100
1562,IVR^B,INVESCO MORTGAGE CAPITAL INC,US,stock,100
1563,IVR^A,Invesco Mortgage Capital Inc.,US,stock,100
1564,OIA,Invesco Municipal Income Opportunities Trust,US,stock,100
1565,VMO,Invesco Municipal Opportunity Trust,US,stock,100
1566,VKQ,Invesco Municipal Trust,US,stock,100
1567,VPV,Invesco Pennsylvania Value Municipal Income Trust,US,stock,100
1568,IVZ,Invesco Plc,US,stock,100
1569,IQI,Invesco Quality Municipal Income Trust,US,stock,100
1570,VVR,Invesco Senior Income Trust,US,stock,100
1571,VTN,Invesco Trust  for Investment Grade New York Municipal,US,stock,100
1572,VGM,Invesco Trust for Investment Grade Municipals,US,stock,100
1573,IIM,Invesco Value Municipal Income Trust,US,stock,100
1574,ITG,Investment Technology Group,,,100
1575,IRET,Investors Real Estate Trust,US,stock,100
1576,IRET^,Investors Real Estate Trust,US,stock,100
1577,IRET^B,Investors Real Estate Trust,US,stock,100
1578,NVTA,Invitae Corporation,US,stock,100
1579,IO,Ion Geophysical Corporation,US,stock,100
1580,IRM,Iron Mountain Incorporated,US,stock,100
1581,IRS,IRSA Inversiones Y Representaciones S.A.,US,stock,100
1582,ICL,Israel Chemicals Shs,US,stock,100
1583,STAR          ,iStar Financial Inc.,US,stock,100
1584,STAR^D,iStar Financial Inc.,US,stock,100
1585,STAR^E,iStar Financial Inc.,US,stock,100
1586,STAR^F,iStar Financial Inc.,US,stock,100
1587,STAR^G,iStar Financial Inc.,US,stock,100
1588,STAR^I,iStar Financial Inc.,US,stock,100
1589,ITUB,Itau Unibanco Banco Holding SA,US,stock,100
1590,ITC,ITC Holdings Corp.,US,stock,100
1591,ITT,ITT Corporation,US,stock,100
1592,ESI,ITT Educational Services,,,100
1593,IVH,Ivy High Income Opportunities Fund,US,stock,100
1594,JPM,J P Morgan Chase & Co,US,stock,100
1595,JPM.WS,J P Morgan Chase & Co,US,stock,100
1596,JPM^A,J P Morgan Chase & Co,US,stock,100
1597,JPM^B,J P Morgan Chase & Co,US,stock,100
1598,JPM^D,J P Morgan Chase & Co,US,stock,100
1599,JPM^E,J P Morgan Chase & Co,US,stock,100
1600,JPM^F,J P Morgan Chase & Co,US,stock,100
1601,JPM^G,J P Morgan Chase & Co,US,stock,100
1602,JPM^H,J P Morgan Chase & Co,US,stock,100
1603,JAX,J. Alexander&#39;s Holdings,,,100
1604,JCP,J.C. Penney Company,,,100
1605,JGW,J.G. Wentworth Company (The),US,stock,100
1606,SJM,J.M. Smucker Company (The),US,stock,100
1607,JBL,Jabil Circuit,,,100
1608,JEC,Jacobs Engineering Group Inc.,US,stock,100
1609,JHX,James Hardie Industries plc.,US,stock,100
1610,JNS,Janus Capital Group,,,100
1611,JOF,Japan Smaller Capitalization Fund Inc,US,stock,100
1612,JAH,Jarden Corporation,US,stock,100
1613,JMI           ,Javelin Mortgage Investment Corp.,US,stock,100
1614,JCAP,Jernigan Capital,,,100
1615,JKS,JinkoSolar Holding Company Limited,US,stock,100
1616,JMP,JMP Group LLC,US,stock,100
1617,JMPB,JMP Group LLC,US,stock,100
1618,JMPC,JMP Group LLC,US,stock,100
1619,JBT,John Bean Technologies Corporation,US,stock,100
1620,BTO,John Hancock Financial Opportunities Fund,US,stock,100
1621,HEQ,John Hancock Hedged Equity & Income Fund,US,stock,100
1622,JHS,John Hancock Income Securities Trust,US,stock,100
1623,JHI,John Hancock Investors Trust,US,stock,100
1624,HPF,John Hancock Pfd Income Fund II,US,stock,100
1625,HPI,John Hancock Preferred Income Fund,US,stock,100
1626,HPS,John Hancock Preferred Income Fund III,US,stock,100
1627,PDT,John Hancock Premium Dividend Fund,US,stock,100
1628,HTD,John Hancock Tax Advantaged Dividend Income Fund,US,stock,100
1629,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,US,stock,100
1630,JW.A,John Wiley & Sons,,,100
1631,JW.B,John Wiley & Sons,,,100
1632,JNJ,Johnson & Johnson,US,stock,100
1633,JCI,Johnson Controls,,,100
1634,JONE,Jones Energy,,,100
1635,JLL,Jones Lang LaSalle Incorporated,US,stock,100
1636,JMG,Journal Media Group,,,100
1637,JOY,Joy Global Inc.,US,stock,100
1638,JPEP,JP Energy Partners LP,US,stock,100
1639,JFC,JPMorgan China Region Fund,,,100
1640,JMEI,Jumei International Holding Limited,US,stock,100
1641,JNPR,Juniper Networks,,,100
1642,JP,Jupai Holdings Limited,US,stock,100
1643,JE,Just Energy Group,,,100
1644,LRN,K12 Inc,US,stock,100
1645,KAI,Kadant Inc,US,stock,100
1646,KAMN,Kaman Corporation,US,stock,100
1647,KSU,Kansas City Southern,US,stock,100
1648,KSU^,Kansas City Southern,US,stock,100
1649,KS,KapStone Paper and Packaging Corporation,US,stock,100
1650,KAR,KAR Auction Services,,,100
1651,KATE,Kate Spade & Company,US,stock,100
1652,KED,Kayne Anderson Energy Development Company,US,stock,100
1653,KYE,Kayne Anderson Energy Total Return Fund,,,100
1654,KMF,Kayne Anderson Midstream Energy Fund,,,100
1655,KYN,Kayne Anderson MLP Investment Company,US,stock,100
1656,KYN^E.CL,Kayne Anderson MLP Investment Company,US,stock,100
1657,KYN^F,Kayne Anderson MLP Investment Company,US,stock,100
1658,KYN^G,Kayne Anderson MLP Investment Company,US,stock,100
1659,KB,KB Financial Group Inc,US,stock,100
1660,KBH,KB Home,US,stock,100
1661,KBR,KBR,,,100
1662,KAP,KCAP Financial,,,100
1663,KCG,KCG Holdings,,,100
1664,K,Kellogg Company,US,stock,100
1665,KEM,Kemet Corporation,US,stock,100
1666,KMPA,Kemper Corporation,US,stock,100
1667,KMPR,Kemper Corporation,US,stock,100
1668,KMT,Kennametal Inc.,US,stock,100
1669,KW,Kennedy-Wilson Holdings Inc.,US,stock,100
1670,KWN,Kennedy-Wilson Holdings Inc.,US,stock,100
1671,KEN,Kenon Holdings Ltd.,US,stock,100
1672,KEG,Key Energy Services,,,100
1673,KEY,KeyCorp,US,stock,100
1674,KEY^G,KeyCorp,US,stock,100
1675,KEYS,Keysight Technologies Inc.,US,stock,100
1676,KRC,Kilroy Realty Corporation,US,stock,100
1677,KRC^G,Kilroy Realty Corporation,US,stock,100
1678,KRC^H,Kilroy Realty Corporation,US,stock,100
1679,KMB,Kimberly-Clark Corporation,US,stock,100
1680,KIM,Kimco Realty Corporation,US,stock,100
1681,KIM^I,Kimco Realty Corporation,US,stock,100
1682,KIM^J,Kimco Realty Corporation,US,stock,100
1683,KIM^K,Kimco Realty Corporation,US,stock,100
1684,KMI,Kinder Morgan,,,100
1685,KMI.WS,Kinder Morgan,,,100
1686,KMI^A,Kinder Morgan,,,100
1687,KND,Kindred Healthcare,,,100
1688,KING,King Digital Entertainment plc,US,stock,100
1689,KFS,Kingsway Financial Services,,,100
1690,KGC,Kinross Gold Corporation,US,stock,100
1691,KEX,Kirby Corporation,US,stock,100
1692,KRG,Kite Realty Group Trust,US,stock,100
1693,KKR,KKR & Co. L.P.,US,stock,100
1694,KFH,KKR Financial Holdings LLC,US,stock,100
1695,KFI,KKR Financial Holdings LLC,US,stock,100
1696,KFN^,KKR Financial Holdings LLC,US,stock,100
1697,KIO,KKR Income Opportunities Fund,US,stock,100
1698,KMG,KMG Chemicals,,,100
1699,KNX,Knight Transportation,,,100
1700,KNL,Knoll,,,100
1701,KNOP,KNOT Offshore Partners LP,US,stock,100
1702,KN,Knowles Corporation,US,stock,100
1703,KSS,Kohl&#39;s Corporation,US,stock,100
1704,PHG,Koninklijke Philips N.V.,US,stock,100
1705,KOP,Koppers Holdings Inc.,US,stock,100
1706,KEP,Korea Electric Power Corporation,US,stock,100
1707,KEF,Korea Equity Fund,,,100
1708,KF,Korea Fund,,,100
1709,KFY,Korn/Ferry International,US,stock,100
1710,KOS,Kosmos Energy Ltd.,US,stock,100
1711,KRA,Kraton Performance Polymers,,,100
1712,KKD,Krispy Kreme Doughnuts,,,100
1713,KR,Kroger Company (The),US,stock,100
1714,KRO,Kronos Worldwide Inc,US,stock,100
1715,KT,KT Corporation,US,stock,100
1716,KYO,Kyocera Corporation,US,stock,100
1717,LB,L Brands,,,100
1718,SCX,L.S. Starrett Company (The),US,stock,100
1719,LLL,L-3 Communications Holdings,,,100
1720,LQ,La Quinta Holdings Inc.,US,stock,100
1721,LH,Laboratory Corporation of America Holdings,US,stock,100
1722,LG,Laclede Group,,,100
1723,LADR,Ladder Capital Corp,US,stock,100
1724,LDR,Landauer,,,100
1725,LCI,Lannett Co Inc,US,stock,100
1726,LPI,Laredo Petroleum,,,100
1727,LVS,Las Vegas Sands Corp.,US,stock,100
1728,LHO,LaSalle Hotel Properties,US,stock,100
1729,LHO^H,LaSalle Hotel Properties,US,stock,100
1730,LHO^I,LaSalle Hotel Properties,US,stock,100
1731,LFL,LATAM Airlines Group S.A.,US,stock,100
1732,LDF,Latin American Discovery Fund,,,100
1733,LGI,Lazard Global Total Return and Income Fund,US,stock,100
1734,LAZ,Lazard Ltd.,US,stock,100
1735,LOR,Lazard World Dividend & Income Fund,,,100
1736,LZB,La-Z-Boy Incorporated,US,stock,100
1737,LF,Leapfrog Enterprises Inc,US,stock,100
1738,LEA,Lear Corporation,US,stock,100
1739,LEE,Lee Enterprises,,,100
1740,BWG,Legg Mason BW Global Income Opportunities Fund Inc.,US,stock,100
1741,LM,Legg Mason,,,100
1742,LEG,Leggett & Platt,,,100
1743,CVB,Lehman ABS Corporation,US,stock,100
1744,JBK,Lehman ABS Corporation,US,stock,100
1745,KCC,Lehman ABS Corporation,US,stock,100
1746,KTH,Lehman ABS Corporation,US,stock,100
1747,KTN,Lehman ABS Corporation,US,stock,100
1748,KTP,Lehman ABS Corporation,US,stock,100
1749,XKE,Lehman ABS Corporation,US,stock,100
1750,LDOS,Leidos Holdings,,,100
1751,LEJU,Leju Holdings Limited,US,stock,100
1752,LC,LendingClub Corporation,US,stock,100
1753,LEN,Lennar Corporation,US,stock,100
1754,LEN.B,Lennar Corporation,US,stock,100
1755,LII,Lennox International,,,100
1756,LUK,Leucadia National Corporation,US,stock,100
1757,LVLT,Level 3 Communications,,,100
1758,LXP,Lexington Realty Trust,US,stock,100
1759,LXP^C,Lexington Realty Trust,US,stock,100
1760,LXK,Lexmark International,,,100
1761,LPL,LG Display Co.,,,100
1762,USA,Liberty All-Star Equity Fund,US,stock,100
1763,ASG,Liberty All-Star Growth Fund,,,100
1764,LPT,Liberty Property Trust,US,stock,100
1765,LOCK,LifeLock,,,100
1766,LITB,LightInTheBox Holding Co.,,,100
1767,LNC,Lincoln National Corporation,US,stock,100
1768,LNC.WS,Lincoln National Corporation,US,stock,100
1769,LNN,Lindsay Corporation,US,stock,100
1770,LNKD,LinkedIn Corporation,US,stock,100
1771,LGF,Lions Gate Entertainment Corporation,US,stock,100
1772,LAD,Lithia Motors,,,100
1773,LYV,Live Nation Entertainment,,,100
1774,LYG,Lloyds Banking Group Plc,US,stock,100
1775,SCD,LMP Capital and Income Fund Inc.,US,stock,100
1776,TLI,LMP Corporate Loan Fund Inc,US,stock,100
1777,RIT,LMP Real Estate Income Fund Inc,US,stock,100
1778,LMT,Lockheed Martin Corporation,US,stock,100
1779,L,Loews Corporation,US,stock,100
1780,LPX,Louisiana-Pacific Corporation,US,stock,100
1781,LOW,Lowe&#39;s Companies,,,100
1782,LXU,Lsb Industries Inc.,US,stock,100
1783,LTC,LTC Properties,,,100
1784,LUB,Luby&#39;s,,,100
1785,LL,Lumber Liquidators Holdings,,,100
1786,LXFR,Luxfer Holdings PLC,US,stock,100
1787,LXFT,Luxoft Holding,,,100
1788,LUX,Luxottica Group,,,100
1789,LDL,Lydall,,,100
1790,WLH,Lyon William Homes,US,stock,100
1791,LYB,LyondellBasell Industries NV,US,stock,100
1792,MTB,M&T Bank Corporation,US,stock,100
1793,MTB.WS,M&T Bank Corporation,US,stock,100
1794,MTB^,M&T Bank Corporation,US,stock,100
1795,MTB^C,M&T Bank Corporation,US,stock,100
1796,MDC,M.D.C. Holdings,,,100
1797,MHO,M/I Homes,,,100
1798,MHO^A,M/I Homes,,,100
1799,MAC,Macerich Company (The),US,stock,100
1800,CLI,Mack-Cali Realty Corporation,US,stock,100
1801,MGU,Macquarie Global Infrastructure Total Return Fund Inc.,US,stock,100
1802,MIC,Macquarie Infrastructure Company,US,stock,100
1803,MFD,Macquarie/First Trust Global,US,stock,100
1804,BMA,Macro Bank Inc.,US,stock,100
1805,M,Macy&#39;s Inc,US,stock,100
1806,MCN,Madison Covered Call & Equity Strategy Fund,US,stock,100
1807,MSP,Madison Strategic Sector Premium Fund,US,stock,100
1808,MMP,Magellan Midstream Partners L.P.,US,stock,100
1809,MGA,Magna International,,,100
1810,MX,MagnaChip Semiconductor Corporation,US,stock,100
1811,MH^A,Maiden Holdings,,,100
1812,MH^C,Maiden Holdings,,,100
1813,MHNA,Maiden Holdings,,,100
1814,MHNB,Maiden Holdings,,,100
1815,MHNC,Maiden Holdings,,,100
1816,MAIN,Main Street Capital Corporation,US,stock,100
